0	-10	0	37
0.008	-7.2	3.52	36.112
0.016	-4.1984	6.79173	35.0426
0.024	-1.12116	9.72517	33.9734
0.032	1.91581	12.2711	33.0708
0.04	4.81529	14.4057	32.4652
0.048	7.50061	16.1123	32.241
0.056	9.91188	17.3668	32.434
0.064	11.9992	18.13	33.0327
0.072	13.7159	18.3482	33.9803
0.08	15.0129	17.9616	35.1781
0.088	15.8386	16.9193	36.491
0.096	16.1412	15.1985	37.7591
0.104	15.8772	12.8233	38.8154
0.112	15.0221	9.87632	39.5126
0.12	13.5813	6.49887	39.7512
0.128	11.5982	2.87508	39.5033
0.136	9.15574	-0.795748	38.822
0.144	6.36932	-4.33027	37.832
0.152	3.37344	-7.58464	36.7034
0.16	0.305174	-10.463	35.6178
0.168	-2.70993	-12.9108	34.7374
0.176	-5.56618	-14.898	34.1836
0.184	-8.17909	-16.4013	34.0266
0.192	-10.4813	-17.3907	34.2832
0.2	-12.4159	-17.8246	34.9186
0.208	-13.9303	-17.6536	35.851
0.216	-14.9729	-16.8326	36.9579
0.224	-15.4936	-15.3377	38.0872
0.232	-15.4499	-13.1848	39.0742
0.24	-14.8157	-10.4435	39.7661
0.248	-13.5915	-7.23983	40.0495
0.256	-11.813	-3.74578	39.8755
0.264	-9.55419	-0.154909	39.2725
0.272	-6.92239	3.34716	38.3418
0.28	-4.04692	6.60791	37.2362
0.288	-1.06356	9.52025	36.1286
0.296	1.8999	12.0197	35.1805
0.304	4.73346	14.0711	34.5189
0.312	7.34798	15.6507	34.2233
0.32	9.67276	16.7332	34.3219
0.328	11.6497	17.2839	34.793
0.336	13.2273	17.2605	35.5688
0.344	14.3566	16.6223	36.5417
0.352	14.991	15.3448	37.5738
0.36	15.0901	13.4364	38.5123
0.368	14.627	10.9519	39.21
0.376	13.598	7.99783	39.5505
0.384	12.03	4.72538	39.4714
0.392	9.98468	1.31148	38.9788
0.4	7.55618	-2.06742	38.1481
0.408	4.86157	-5.2597	37.1076
0.416	2.02761	-8.15333	36.0124
0.424	-0.823051	-10.6774	35.0159
0.432	-3.58226	-12.7925	34.2458
0.44	-6.16112	-14.476	33.7905
0.448	-8.48927	-15.708	33.693
0.456	-10.5105	-16.463	33.9512
0.464	-12.1772	-16.7074	34.5206
0.472	-13.4457	-16.405	35.3197
0.48	-14.2743	-15.5276	36.2367
0.488	-14.6252	-14.0683	37.1402
0.496	-14.4693	-12.0552	37.8948
0.504	-13.7933	-9.55879	38.3808
0.512	-12.6077	-6.69235	38.5144
0.52	-10.9514	-3.60079	38.2651
0.528	-8.89321	-0.441646	37.6622
0.536	-6.52677	2.63695	36.7897
0.544	-3.96093	5.51407	35.7691
