0	-10	0	37
0.05	5.53398	12.1406	37.013
0.1	8.99806	7.22382	35.2675
0.15	2.93975	-1.04771	31.7956
0.2	-2.96335	-5.81205	27.9551
0.25	-6.30582	-7.1704	25.4282
0.3	-6.71168	-6.28627	23.7735
0.35	-5.63809	-4.81916	21.9811
0.4	-4.4213	-3.82694	19.9055
0.45	-3.83937	-3.78655	17.8519
0.5	-4.35008	-5.0243	16.1987
0.55	-6.39914	-8.06125	15.6089
0.6	-10.4277	-13.0851	17.8406
0.65	-14.5497	-15.5492	24.9951
0.7	-11.099	-7.61791	29.2324
0.75	-3.70293	0.881385	26.9976
0.8	3.3085	6.7454	23.7954
0.85	8.25348	9.96794	22.7844
0.9	10.0006	10.0788	23.8976
0.95	8.74043	7.47522	24.3751
1	6.00028	4.25439	22.9782
1.05	3.2297	1.78397	20.4753
1.1	1.13967	0.253032	17.7605
1.15	-0.188504	-0.714204	15.287
1.2	-1.18494	-1.73196	13.1931
1.25	-2.58932	-3.648	11.592
1.3	-5.55813	-7.94228	11.1163
1.35	-11.898	-16.4048	14.9789
1.4	-19.0195	-19.0171	30.0349
1.45	-7.1659	-0.205585	33.3483
1.5	3.70034	9.09491	30.6584
1.55	9.33155	9.97655	29.5213
1.6	7.16501	4.86318	28.0652
1.65	2.68311	-0.144154	24.9197
1.7	-1.69177	-3.87372	21.5998
1.75	-5.22321	-6.83069	19.4647
1.8	-8.21375	-9.73404	19.3553
1.85	-10.8132	-11.9376	21.6929
1.9	-11.3018	-10.7416	24.8654
1.95	-8.44066	-6.2876	25.3452
2	-4.3685	-1.91498	23.1511
2.05	-0.562592	1.35548	20.1001
2.1	2.54382	4.01497	17.4638
2.15	5.50659	7.23103	16.0851
2.2	9.46863	11.9854	17.3463
2.25	13.9054	15.5483	23.4064
2.3	12.327	9.54614	28.9001
2.35	5.2364	0.776961	27.4804
2.4	-1.77953	-5.46829	24.1245
2.45	-7.22518	-9.32286	22.4368
2.5	-9.87548	-10.4601	23.2704
2.55	-9.49155	-8.6175	24.3541
2.6	-7.06992	-5.39411	23.6272
2.65	-4.20696	-2.60308	21.4202
2.7	-1.84902	-0.777268	18.7185
2.75	-0.301305	0.296515	16.1366
2.8	0.691759	1.14248	13.8933
2.85	1.73292	2.44653	12.0562
2.9	3.70931	5.29367	10.8779
2.95	8.14288	11.6303	11.829
3	16.3619	20.7258	21.0426
3.05	15.6197	8.56763	34.6925
3.1	0.930675	-7.47828	34.3933
3.15	-9.45957	-11.5992	33.3886
3.2	-7.2807	-4.51969	31.5977
3.25	-1.64746	1.90224	27.9794
3.3	3.56896	5.97668	24.5727
3.35	6.83054	7.89235	22.7808
3.4	8.04616	8.23364	22.3171
3.45	7.94136	7.63039	22.1088
3.5	7.21748	6.72845	21.5182
3.55	6.47121	6.11791	20.5309
3.6	6.18628	6.21442	19.4608
3.65	6.70974	7.26542	18.7634
3.7	8.19438	9.26026	19.0597
3.75	10.2376	11.3102	21.0073
3.8	11.1414	11.0203	23.9533
3.85	9.1774	7.49417	25.0581
3.9	5.61789	3.38884	23.4814
3.95	2.08536	0.231786	20.6497
4	-0.766444	-2.07523	17.8008
4.05	-3.14816	-4.40992	15.6186
4.1	-6.10203	-8.09789	14.81
4.15	-10.8745	-13.9581	17.417
4.2	-15.5496	-16.3509	26.135
4.25	-10.4496	-6.10444	30.1839
4.3	-2.09049	2.97867	27.4919
4.35	5.38768	8.66474	24.7252
4.4	9.43729	10.3186	24.5579
4.45	9.14025	8.10262	25.0585
4.5	6.41778	4.54077	23.8218
4.55	3.30139	1.57926	21.2624
4.6	0.727229	-0.451533	18.4082
4.65	-1.16786	-2.03392	15.8677
4.7	-2.98388	-4.10871	13.9511
4.75	-5.89113	-8.05078	13.2957
4.8	-11.3202	-14.9897	16.4419
4.85	-16.9818	-17.5821	27.5919
4.9	-9.43262	-3.92319	31.5006
4.95	0.190391	5.75452	28.5615
5	7.77772	10.3673	26.6482
5.05	9.50041	8.89756	26.6958
5.1	6.73502	4.56258	25.4432
5.15	2.91784	0.67098	22.6163
5.2	-0.550768	-2.24059	19.5298
5.25	-3.4254	-4.84393	17.1515
5.3	-6.4595	-8.3222	16.2877
5.35	-10.6313	-13.1554	18.5525
5.4	-14.2005	-14.843	25.2675
5.45	-10.6079	-7.30006	28.7192
5.5	-3.72283	0.548056	26.4057
5.55	2.84811	6.10807	23.1641
5.6	7.72421	9.57514	21.9195
5.65	10.0758	10.6013	23.1021
5.7	9.60481	8.70625	24.3561
5.75	7.11861	5.40695	23.6798
5.8	4.1895	2.54632	21.4668
5.85	1.76509	0.656603	18.7456
5.9	0.142739	-0.500904	16.1523
5.95	-0.967694	-1.50537	13.9195
6	-2.24995	-3.15499	12.153
6.05	-4.75319	-6.74693	11.2903
6.1	-10.1616	-14.1948	13.6205
6.15	-18.0995	-20.5167	26.0392
6.2	-10.7992	-3.54668	33.2951
6.25	1.56667	8.41639	31.1903
6.3	9.76641	11.3569	30.2789
6.35	8.0365	5.62731	29.3525
6.4	2.95564	-0.323684	26.2495
6.45	-2.09828	-4.63287	22.8375
6.5	-5.99612	-7.62957	20.8284
6.55	-8.65192	-9.75534	20.8843
6.6	-10.0934	-10.4749	22.5057
6.65	-9.64439	-8.89077	23.8984
6.7	-7.4627	-5.94341	23.4943
6.75	-4.7983	-3.28822	21.553
6.8	-2.58863	-1.58212	19.0025
6.85	-1.23909	-0.786259	16.4731
6.9	-0.708695	-0.643123	14.2101
6.95	-0.794547	-1.01227	12.2566
7	-1.49041	-2.10919	10.6311
7.05	-3.30126	-4.82669	9.54764
7.1	-7.70172	-11.2816	10.3965
7.15	-16.6119	-21.7195	19.919
7.2	-16.7064	-8.10155	36.402
7.25	0.43901	9.86208	37.6726
7.3	10.2827	10.3012	37.1299
7.35	4.37421	0.378199	34.1029
7.4	-1.96183	-5.25173	30.0388
7.45	-5.7834	-6.85346	26.9976
7.5	-6.2343	-5.71356	24.8252
7.55	-4.89631	-3.86472	22.5364
7.6	-3.30542	-2.48324	19.9978
7.65	-2.26808	-1.93606	17.5006
7.7	-2.1017	-2.30871	15.2762
7.75	-3.00166	-3.88138	13.5168
7.8	-5.52519	-7.5656	12.803
7.85	-10.8216	-14.5551	15.5577
7.9	-17.2116	-18.5058	26.8349
7.95	-10.1654	-4.3632	31.946
8	0.106737	6.06245	29.2191
8.05	8.12098	10.7277	27.444
8.1	9.42582	8.4924	27.4064
8.15	6.09604	3.62357	25.7419
8.2	1.90605	-0.501028	22.6365
8.25	-1.83368	-3.6259	19.5892
8.3	-4.99074	-6.58002	17.6718
8.35	-8.34396	-10.3209	17.8872
8.4	-12.0581	-13.7932	21.5903
8.45	-12.6835	-11.5801	26.7346
8.5	-7.86419	-4.54875	27.0042
8.55	-2.05964	1.34846	24.023
8.6	3.19343	5.68633	21.0062
8.65	7.29559	9.10158	19.8948
8.7	10.2904	11.5219	21.4799
8.75	11.1967	10.9194	24.4072
8.8	8.86616	6.97674	25.2268
8.85	5.0742	2.73832	23.3586
8.9	1.41613	-0.469214	20.4055
8.95	-1.54686	-2.92311	17.6185
9	-4.18363	-5.65475	15.735
9.05	-7.65199	-9.97193	15.7554
9.1	-12.668	-15.4189	20.1647
9.15	-14.6788	-13.3709	28.3915
9.2	-7.66893	-3.13678	29.1496
9.25	-0.022663	4.35538	25.8743
9.3	6.36921	8.95393	23.5643
9.35	9.55898	10.2274	23.8211
9.4	9.20564	8.28333	24.519
9.45	6.75724	5.06971	23.5441
9.5	3.92564	2.3585	21.2264
9.55	1.63102	0.602856	18.5029
9.6	0.130188	-0.455058	15.9398
9.65	-0.882533	-1.37301	13.7328
9.7	-2.06102	-2.8992	11.964
9.75	-4.39361	-6.26537	11.0047
9.8	-9.54357	-13.4698	12.8911
9.85	-17.8209	-21.0011	24.6175
9.9	-12.1315	-4.47784	33.8199
9.95	1.25108	8.72514	32.249
10	10.0612	11.5282	31.5111
10.05	7.55416	4.75986	30.2388
10.1	1.99894	-1.49478	26.8364
10.15	-3.24867	-5.73863	23.5051
10.2	-6.87601	-8.2235	21.8553
10.25	-8.7284	-9.28211	21.9563
10.3	-9.07526	-8.89997	22.6752
10.35	-8.15308	-7.37921	22.7549
10.4	-6.59014	-5.63902	21.7804
10.45	-5.16058	-4.48575	20.1102
10.5	-4.45471	-4.34437	18.2834
10.55	-4.88028	-5.50982	16.7998
10.6	-6.81782	-8.38311	16.3833
10.65	-10.4907	-12.833	18.6369
10.7	-13.8485	-14.5533	24.8636
10.75	-10.7742	-7.76672	28.3475
10.8	-4.26778	-0.201217	26.2448
10.85	2.05534	5.28178	22.9368
10.9	6.99172	8.99513	21.3143
10.95	9.90016	10.8359	22.2992
11	10.281	9.80289	24.1708
11.05	8.1545	6.52531	24.2908
11.1	5.06575	3.21727	22.4322
11.15	2.23954	0.843645	19.7176
11.2	0.171804	-0.703998	17.0036
11.25	-1.32488	-2.05138	14.6728
11.3	-3.00851	-4.16136	12.941
11.35	-6.11009	-8.49735	12.5264
11.4	-12.1664	-16.2319	16.5487
11.45	-17.7837	-17.3241	29.5809
11.5	-7.6651	-1.53293	32.2021
11.55	2.27098	7.59172	29.1737
11.6	8.79343	10.3852	27.7747
11.65	8.51261	7.04832	27.2201
11.7	4.89856	2.41821	24.943
11.75	0.900306	-1.2716	21.7214
11.8	-2.52561	-4.14186	18.8656
11.85	-5.54249	-7.15331	17.2921
11.9	-9.03668	-11.1382	18.0865
11.95	-12.7229	-14.2133	22.6194
12	-12.224	-10.4429	27.417
12.05	-6.71106	-3.10065	26.7735
12.1	-0.730076	2.64068	23.5428
12.15	4.46618	6.82319	20.8545
12.2	8.33354	9.97485	20.4596
12.25	10.7211	11.4829	22.5533
12.3	10.4843	9.60952	24.8114
12.35	7.60209	5.56877	24.543
12.4	3.99955	1.9108	22.2199
12.45	0.815634	-0.725341	19.2828
12.5	-1.66272	-2.81699	16.6562
12.55	-4.02609	-5.44541	14.8808
12.6	-7.53477	-9.9963	14.9533
12.65	-13.0402	-16.1501	19.8109
12.7	-15.3421	-13.6588	29.3081
12.75	-7.10722	-2.00972	29.9352
12.8	1.22379	5.8289	26.6273
12.85	7.61724	9.85287	24.814
12.9	9.58205	9.43242	25.1514
12.95	7.79385	6.19377	24.7222
13	4.72031	2.83791	22.6201
13.05	1.82739	0.384097	19.7867
13.1	-0.36553	-1.33041	17.0439
